Running,Blue Switch On,Battery level,Humidity,Magnetic field,Controller beige,Controller bisque,Controller black,Controller blanchedalmond,Time since restart,User had coffee,Controller brown,Controller burlywood,Controller cadetblue,Controller chartreuse,Polution,Radiation,Hydraulic pressure,Overpressure relief valve 1,Overpressure relief valve 2,Controller cyan,Controller darkblue,Controller darkcyan,Controller darkgoldenrod,Controller darkgray,Controller darkgreen,Reset Trigger Level,Sensor Threshhold 1,Sensor Threshhold 2,Sensor Threshhold 3,Controller darkorange,Controller darkorchid,Controller darkred,Controller darksalmon,Controller darkseagreen,Controller darkslateblue,Spring Strength Left,Spring Strength Right,Spring Strength Center,CPU Temperature,Max Fan Speed 1,Max Fan Speed 2,Max Fan Speed 3,Brake control,Manual brake tightness,Motor oil level left,Motor oil level right,Controller forestgreen,Controller fuchsia,Controller gainsboro,Centrifugal Load,Uranium Enrichment,Error correction percentage,Anti-matter stabilizer,Wave-function amplifier,Flux control,Spin Up detector,Spin Down detector,Neutrino Catapult Stength,Second Lense curvature,Third Lense curvature,LASER load,Controller khaki,Controller lavender,Controller lavenderblush,Controller lawngreen,Controller lemonchiffon,Controller lightblue,Controller lightcoral,Controller lightcyan,Controller lightgoldenrodyellow,Controller lightgray,Controller lightgreen,Cruise control,Voltage main,Voltage secondary,Counterweight,Second Counterweight,Smoke formation,Bending of test plate,Particle size of grinder,Water temperature,Espresso quality,Pressure % of 12 bar,Noise level,Controller magenta,Controller maroon,Controller mediumaquamarine,Controller mediumblue,Controller mediumorchid,Waste level right tank,Waste level left tank,Helium reservoir,alpha-radiation,Active motion supression,Blade density,Blade rotation,Controller mintcream,Controller mistyrose,Controller moccasin
0.0,0.0,2.692186581060053,0.8239904477360268,2.2429286719442816,2.695296679192945,3.933090147899211,2.5023716140178944,2.3219090799701414,2.583421488730495,1.4496945088727435,2.491828615039127,2.236304570731267,2.105531026418553,0.2683446274549246,0.7686305412288076,0.6074949994612385,1.1962627282314469,2.0320529747826424,1.8287328460622985,3.8010180837953893,1.7081077974210541,1.8153273594046944,2.067245963256904,2.5268825355219695,1.8049909410990255,3.0293462222014167,1.1334724008990906,0.6290892109529532,0.8406529116383881,1.1581930076934266,3.7350443808301694,2.391310950753379,0.9655427336324791,3.3216407541298363,0.9265613532217283,3.5657764821089155,2.663745621155554,3.1978189282998533,1.069681963106663,0.9958772816009116,1.6540809220700705,2.435937975453317,2.499296047439307,0.6723985383034371,3.964439371281702,2.2861340170554865,2.4887508902278714,3.123518364746006,1.0253360379855978,1.3584000015653672,1.462783338137836,2.010829372040538,1.227721987571743,3.7681862595230915,76.5726629827235,2.93182275016505,3.5434449861593027,2.5376656011361094,2.592098778947974,3.9696857888530706,1.0,1.6972957406117142,2.521277567816925,2.2891740913094503,2.9864750662273014,2.6660076233353,2.212253209452276,3.929010225407176,1.8190239816065814,3.2628141768845826,3.6787237620872966,2.1348749618151186,2.9704136977459603,1.65186246561565,1.1011381050017497,3.210345139989332,3.3234855848414235,2.2444484277572196,2.6944686216489897,1.7946595959370182,2.8074865787297436,1.9739263146894581,1.8759117963139111,2.727017276433651,2.298349899285204,1.0420527022292856,1.1200952205917,1.0443748796720171,1.9781483748500408,3.397534545790424,1.3265081560945737,3.1277905129735757,3.1079098721950897,2.7889001691466198,1.3677308484402846,2.5374942003389447,3.0797255999575404,2.212922763397471,0.937677401309437
0.0,1.0,0.8021607541798105,2.1073914456243497,2.2144421092493025,1.9434481052073367,2.255887129162629,0.9906785017679187,2.821857574451294,1.8522392243923185,1.7504223058769037,1.4706730659732945,2.2970800942265983,0.7078689658162142,2.117439768575005,3.7478899387605393,0.69404404646391,2.765618309880945,3.370134596369512,1.452201055911643,1.507758495547996,1.682265940878239,2.2820151661015475,1.50928527369636,2.121327472922923,1.5942073915180854,1.8892107774974782,2.9994824896353247,1.0212879471556913,1.3570599449055112,0.679689330410791,2.3681522937054003,2.239457103196124,2.5134378631636003,2.1282708363259975,2.8640877454661875,3.969372127952165,0.9876094852314721,3.539830825538842,1.0355976287152602,3.2532281156335046,3.8412675184808105,1.4505872769645518,3.6349326334699925,0.6588828742475341,1.5034610132549204,3.826371873823006,3.2114441474462057,2.2357696815700283,1.6740995148949076,3.7600935505181425,3.659579238769756,3.1663421831731298,1.905415701645846,1.3827015432578738,84.10452201191782,1.502149231993365,2.0917591919606813,1.6872911984485208,2.8495863425679686,3.3310481706552326,2.0,2.3633313561253178,3.7453883797603034,0.7446963912252852,1.2272560402428752,3.316566829585321,3.1492924227493417,2.6757985074875212,2.9280382911529106,2.9106590761680398,1.777246206021533,0.6763184114698872,1.5214567208472056,2.422045058129984,1.225554714428292,1.2286619543886341,1.7350641154812294,1.3935722589874056,1.0375786133085956,0.8008265268814808,3.578290945784028,2.833034304564814,3.1819827164840624,0.8747732705690501,1.7963684771187838,0.8879231499837046,1.8573500157880853,3.7171621170020432,3.6486216667092766,3.272433773576145,3.3551752593270865,3.5352666223035327,1.7344541458558007,2.7551930389297157,3.854950998332135,1.3130790479905985,2.678907917941797,2.07735364890648,2.4899597666405757
0.0,0.0,2.493599643149253,3.629275425783753,3.7539342782526,0.7806370611682303,0.7337537971675997,1.4809983506923508,1.9492438684680646,3.8779842516402994,3.1315208796228085,3.9693738159346212,1.2389225381412865,1.6859220829177648,5.00897248780853,2.514353902471271,3.64716235817714,3.479498800402698,2.2657074830158517,3.5962998550485126,0.8395378404869087,1.872239084244916,1.469363383231185,1.1610801466590357,2.906323147053723,2.059408322436865,2.7468886983591676,1.3295038077248786,3.8509456169228775,1.4242028479937034,1.297635763153703,1.2904792586380944,1.2381251739835553,3.9256876603298476,1.3824555909706029,1.8108530111874614,2.482685674887326,2.6043290339171796,1.3245112969806443,2.754549572941153,0.7425807474389433,2.618032339933225,0.9388955009022151,2.803275419288843,3.472126216487568,1.7882423376565706,1.50204058728158,2.329605105817429,1.5579700305318638,0.7571424203940621,2.923989719061087,1.7344844247492461,2.1729488166863944,3.907485652081413,1.6620542554710052,85.55325260903143,1.696977165764756,2.6248143088411813,0.8700915438909668,3.108813342979165,0.6841898201666774,3.0,3.7379074468364575,3.414693256173598,2.332088615444954,1.6019863979136204,2.172435267108747,1.5652138952307615,0.6042027496610385,1.757585564245804,2.8034049700539256,1.5091194773808092,2.2518901027190634,3.7901885995160085,3.012460226604238,0.7258910826409901,3.3123704794822557,3.639593610754512,1.360512353178537,2.2181509905310985,3.5324217422878306,3.1962885750322156,2.0215147991066424,3.5652396919000227,2.3852954678791702,1.2326027727397602,3.7927261494164446,3.7664182152646464,3.8923145398548207,1.7040825483570137,0.6191165872105759,2.4857127052197487,3.333775119047825,2.3363706867533276,3.644052665926383,1.141417197120627,1.630118325260311,1.3352079647550839,1.2500146119718618,2.4500466046581884
0.0,0.0,1.0171631615561625,2.869247655153326,3.690027167359283,3.005117209933193,2.2996923121169024,0.9466169463441185,2.9956873862151325,1.0859247225398256,0.7460238064189622,0.6079970822078591,0.7098845202610203,2.183668937329197,6.8606402709870205,1.2012102648484957,2.1488347713655482,3.0100431256164857,3.439202003831571,2.8831294803340484,1.2260218219718877,1.646415368188742,2.065694529659465,0.8639879789062077,1.5625086992557704,1.7878752286714725,0.996619454578002,1.408274908864996,2.809901195034926,3.627269828574712,2.295307926767693,2.9629209061026898,1.0339519734484903,2.4987087267140633,0.7810306666037716,3.458277988379086,2.7814110019927325,2.6569530572266338,2.5675786933540548,0.9843495339043155,2.432452212066943,1.9590554392959811,2.910359117862779,0.9844719046145887,2.0288615222016566,2.818117402069803,3.062201463882707,2.883767909185783,2.4379363281582855,2.08795643411635,1.3569704949947041,2.21239531177422,3.4906143071543227,1.9927792388740841,0.8201398993946593,79.04193498611242,2.414062886229196,2.05226985773891,3.2853877358118644,2.920976598551434,3.7695840389350717,1.0,3.2147845164555235,2.4515835032442856,1.8278605787320168,1.607311072893976,2.1923874288188365,3.3205836786762988,1.2720302177068907,1.5672771177330815,1.3945149641857395,1.0343325796569154,2.3242277346017977,0.7600287641453449,2.7815557782138534,0.6451267781195973,2.2769337414527335,3.309239076107007,2.551324425356028,2.1447232082956784,0.7241843892498647,1.9517266576338725,3.268653462558247,0.9646494820757541,2.4891600997083723,1.1060547508600858,0.8306503155281341,0.9015527557212133,2.364004516816152,3.9603163218181727,2.5980310768637773,3.8979106968180304,0.7685687762688311,2.4556653534277983,2.150425081078941,3.2976368178551696,2.299280991222856,1.9185122509451333,2.6037257017570012,2.186400864313722
0.0,0.0,3.2615855558707714,3.748869687614102,1.113921358337241,2.7731302165048035,2.685830867450921,2.9224695145202446,2.782150032342484,2.8434369048018002,1.0450259213722302,1.6987918121935284,3.7016395919447884,1.5383143908058894,8.98483259929581,1.6248466952791527,1.3690314885525057,2.930141257254,1.3502667018649679,2.0031558565079384,3.6903011129793115,1.2450690017693102,2.5326291407390027,2.516731906810912,2.4949694028079157,0.6628285149339864,1.7921339507708072,1.1210593067754975,2.0275364866759036,2.654402177441796,2.31494505223948,0.9972889211711333,0.6802570975527641,3.7472711659299325,1.2314028635187937,0.6130613966012265,1.2690948733455951,3.602950451764079,2.3527444563875433,3.065304934411072,1.3272429030161588,2.6012238346575938,2.7747323597652347,1.911461428574245,1.9353010912335629,2.2702985074712347,2.9310695880448354,2.2225888204658513,0.7063507948274123,3.9985964543184362,3.335259533723318,2.965159131659411,3.166537438314996,1.0906766193621737,2.394845968598165,82.29494390421283,2.805901553431192,2.180364540526508,1.734780460127793,3.391167564798671,1.9878738197632155,1.0,3.7535305961443934,1.595346523053622,1.153778188898718,0.8000089554318255,1.0876689203680014,2.6107022931937642,0.8692974331020304,1.9681114854208612,2.3847355786984616,2.825347886274641,3.432014017340157,1.542849556721079,2.3834659521137245,3.2202207791007083,1.047764969990676,3.6170819415910844,2.833264922583788,2.4019987503667206,3.297204248861556,2.659101944111284,1.8802525600484046,1.741620387389398,1.799796075210916,3.376609616197538,3.7146552995875215,3.486678889638185,3.037432374026876,2.5960616284478615,2.7210440906067013,0.9771583187613126,1.4591750372987804,3.278019661609867,2.1413490024760953,2.9464458422120248,3.79439246669816,3.79055044612379,1.527005749063521,0.7844526117683602
0.0,1.0,1.6374998852679425,1.8622698401509226,2.6834373859066285,3.350961782173189,2.396156473778001,0.9670160599799902,2.9536422350357356,1.1414117366211167,2.816018258712314,3.2714903945250056,3.65927375112301,3.985644889517329,4.959315204668503,1.0771403825083703,0.6342777529929436,1.6237921012245078,1.6651034892275853,3.402418297890667,3.623930948387341,1.526300873692645,3.1157940258845676,2.9944798497446516,1.829306673773226,0.8126503626905462,2.4473050756223556,0.837696505666829,3.4795531500034715,1.2739959663685199,2.765342015105582,2.1795214955062576,2.2073876343948844,3.7301058243209577,1.7728519197296104,2.0617781972676017,1.555126068680428,2.0157864824142417,1.049405869823328,1.7107745252563138,3.1426686274886317,1.7160470161563999,2.743096956163001,2.0403817875713677,1.1565560252707647,3.438377947834138,2.9518178810782665,0.7277140460251338,2.1565064476218816,3.0348741248597997,3.7560979822075233,2.516336777525337,3.488107515148877,2.8027929395505113,0.6352820092529398,76.14848660565421,3.2343876180527618,3.323088139522099,1.8177360871833614,1.3542833557887834,2.258219386812337,3.0,3.9020053729335022,1.403669999432958,1.5392823181629123,1.9794968970958275,2.475380764029238,3.0732151411697934,2.33812682079308,3.698499417637239,3.6673528032096554,0.9467696065876581,2.361011210758059,1.2119470232192153,2.077805140192981,3.8849531089446265,1.49021080393317,3.5285741379313387,1.936685212600223,1.1727875530004792,2.8865611934622875,0.9163893690435998,2.929010520428563,0.7063240172135632,0.9709375867734693,1.6172449577223658,2.903189827580924,1.7698192085837676,2.7499456682154286,2.020876611495498,2.178934193719181,1.5040868868668746,1.1248541115135127,2.7956453576598044,3.316049614790933,1.8545004868457822,2.570552970883647,3.1884636697261164,2.876291042953208,1.4616365526788684
0.0,0.0,2.498628836944197,0.6138890934080773,1.5764573015128174,3.3793250030875455,1.3898226813911272,2.1639695672880883,2.8242456300945196,3.9845471833621673,1.102991317495083,3.1030659320817966,1.8773117001915551,1.5791635750090338,2.80348032279743,3.3797828762757782,1.0700408423324,3.0822226129840606,0.7128550273811434,2.5464978368335203,1.1530745710980557,2.2314109540542675,2.4643796557678264,1.3274531814184003,1.0444532617291375,3.4550168096109934,2.6803784675623463,2.236301468816506,3.2514152361754474,2.5460938269370295,3.495120546435617,0.8736092974602021,1.5478641898772851,3.1049578043443335,2.9874206917509083,3.711691336131404,2.5576902995095994,1.1088338862327198,1.7872513494486615,2.6887015664786063,1.499018005951553,1.3963274754802786,1.0658908855203297,3.6683252125278103,0.8958982598037468,2.0965363739191476,1.9101637314604076,3.361573416275215,2.4615888324380197,1.716848164117485,1.2560865475520304,2.0434594902487646,3.9569936567596433,0.6854267832089077,3.277041676288078,82.99625572324302,0.8432646461011677,3.2958757468791267,3.4215169032928854,2.0518570636646594,2.126108276367899,1.0,2.498410353949249,1.806686505998524,2.0462178268023634,3.103822924731862,2.1146215859660877,2.9337309192191943,3.805427200640481,2.7536218912538546,1.2750284962110074,2.9009907004299103,1.1726182879281477,1.3647823747010435,2.295599068659745,0.7391391036490287,2.808502822353197,3.97235061085931,3.876735085519569,2.543014419213164,2.9881677879033464,1.2396401883009258,3.0351506294053414,2.730125717235942,0.9435556581640371,1.4997300720413098,2.0701705570694893,2.838167910377242,1.3189633628380668,1.444612594067594,3.37067432664631,0.84522771809813,0.8237125968707589,3.943912021105192,3.793980207806226,3.5775659497468615,2.950685246453761,3.8563311490073975,1.4291803435511365,3.057180658908255
0.0,0.0,1.4183365936909245,1.1567652020730597,2.207249993327661,1.9731874003555046,2.272286855347721,2.41138820918083,3.6780367957433837,3.2880229630549542,3.2067341223380397,3.308181806822168,1.112562801463739,2.8864627877994335,7.546216634434569,3.1202355059967304,2.898111944016227,1.5632606551955746,2.636229846066253,1.400597311751772,3.4178848182938695,2.978989192422937,3.618700210573315,3.2617274544851296,1.5696654753269146,3.056383745370071,3.6669581904487165,1.402994978004285,1.08637805883037,1.0481086440154055,0.8187663019715189,1.0002545976882211,3.005505059572419,2.1933058187918637,2.846356207418195,2.7567526476827147,2.797408739511036,2.7176713057803097,1.3546506537394947,3.032002559668494,1.7241080442985286,1.8422713300172915,1.3648279938648549,2.9228496860937954,1.6630997125823819,3.9183545591503086,2.5324266344184405,3.3498491570877253,1.3401712497297804,3.580229966312822,1.9791651388650702,2.258726505877343,2.1336017588154625,1.130052611039724,3.825890981099406,82.12634513296642,1.202995139169154,3.6864760647992463,2.7201967590551925,0.85110832425321,1.3202284590383546,3.0,1.481487079109137,2.920394843141165,2.347704986185575,3.3921258668912255,2.874594837690939,3.329206855686235,2.4570541807814803,3.690381943495832,3.855693853577083,2.3702767066997943,2.1234924205192023,3.364396627176223,2.81946462566987,1.8355738736908727,1.7063313393390698,1.7671111095290528,1.8298425597246712,2.4773001691235965,0.6234381865961223,2.2744320335698,3.249838609035617,2.637227749918705,3.5585230738111604,2.0026514647035976,1.8433963745954567,3.177146463058066,3.695737069089808,2.6979433866695293,2.0259778625283644,1.1862185897633166,2.1968821636054923,1.1240440867144377,2.460818673294145,3.8502167305891355,3.4335612634898505,1.8287665481917146,1.0204208646809525,1.889049915797008
0.0,1.0,1.5691218884693694,3.032157129657772,3.7353955822345006,3.246041106887733,1.552409003201089,2.6100847177095776,2.812963146970618,3.9544460717142322,1.6613869624327342,1.3123602263870708,3.3749828639243153,2.410157616312404,3.1130380190837132,1.6486193178682433,1.261297720980823,2.3377887030342475,3.2033834917098725,2.5387871289634036,2.013413494602342,3.962720964471712,2.746741466420552,0.9275282905664172,2.0332201004060493,2.798999520432285,2.2537783400817673,0.9596505093103563,3.8481035575792797,1.6713994853264356,2.996119678439084,2.3783985743590823,2.5766502374864433,2.7309068239772403,1.3886133488185481,0.6489536670173449,2.8806614885512536,3.7192359638201946,3.452757375730795,0.9676058947074162,3.556507250932761,3.1529904192931992,2.9715380339564588,1.150792569127226,3.234613918012458,2.9878734875636184,3.6807270353774606,1.3073542346185238,2.6311057368283084,1.7211065935644734,2.0480515114637425,1.1343111286151686,3.481312087164864,2.4586445429670465,3.8334415428920106,77.55852521845908,0.6722201887311285,2.7425676465568447,0.6689262311412099,3.383843386811091,1.0682006465147265,2.0,0.971322379811884,1.4500078584962406,1.1908842513842242,2.2310577504505726,2.1693586353166086,2.3174946941746697,0.715775344313857,3.3049941893832435,2.746928577472559,2.0880744098705275,3.1585597239232945,3.6626702767220096,0.6393601092031072,1.7179476292599718,2.730089923728412,0.61679996555542,1.5544218969099919,1.3017180671873732,1.888982975338878,2.0073320270759467,1.3808413500123902,3.4837690084679904,1.6481831242703389,2.231450981382417,2.890860804634811,3.5483195927172577,3.4397809810603284,3.7923224169256704,3.8311274397097557,3.247504892610064,0.87995360016178,2.2087339836264652,2.1725452887339056,3.4358013173765376,1.8187558407154243,2.6497151364799607,3.8535780177009826,2.1048328219514474
0.0,0.0,2.5254072063841058,3.7978684024416682,2.9673452640382463,1.1263318111435794,1.0099101662631742,1.53271311284827,0.7513050368837161,1.7459822248057115,0.6562809890944636,2.4215171252077843,3.3633741464907723,2.7247042950123816,2.9010661110144937,3.4042898239692816,3.6434950560989683,3.460736149708922,0.7092699067256039,1.053034270181714,3.0666756387904557,2.1893463178322508,3.8685343360951165,2.9565929332347642,2.1460420938761358,3.744563560379034,1.9418534358916766,1.3338931449775098,3.173477878935696,3.900547822857044,3.4035860979309,2.818473148947468,2.495066336881494,1.7370740989575437,2.1066783391830484,2.975724378997817,2.475460093125246,3.0638469333208236,3.248492097493674,3.3607836413478567,1.8198053095668203,1.5047473293880493,2.893659917785394,3.506721163200537,1.9128092465040183,1.6061188077011517,2.481569139121317,2.0390080093575316,2.6068733274642657,3.3273879857208515,3.855951901104834,3.6669303607958037,1.4512346011668165,1.231190040080942,3.805420204307404,81.70513808670911,2.92790768972684,0.9858363850041794,1.6787663120693912,3.1095207917272787,2.647041843319402,1.0,1.3881692714112752,3.9668858123160984,3.1644866393374094,3.011849392365454,2.3165094052377366,3.524264806759172,0.6714430143461867,3.3383157800119334,2.4206779697552383,2.559586687346245,2.573753887676181,1.298838931581618,3.844161979965121,2.339788267519396,1.192788651071488,1.9642232895055867,3.502396351479694,1.981801585873325,1.5951755994901045,2.09935105946069,2.159569630793778,3.3455588347242617,3.463776428759624,1.291855152373179,3.384866909875769,0.6407522157103642,2.744373425089622,3.857272972441154,3.2166435064861227,3.039359805244637,2.6690158291408426,3.9147366595039776,2.8897540896268494,3.007938808214086,3.272527068820183,3.717798880094863,0.7000898211719786,2.2516489670644675
